Q1,1
Q2,6
Q3,5
Q4,22
Q5,1
Q6,22
Q7,5
Q8,6
Q9,1.0682
Q10,633.33%
Q11,47
Q12,17
Q13,21
Q14,1
Q15,1
Q16,25.0
